,mean,std,best,mutation,pcross,elitism,pmut,crossover,T
0,8.340804906810074,0.3173654242537598,7.750373742666942,random,0.7,True,0.1,pmx,6
1,8.217799828782594,0.2571136630561062,7.780497342862581,random,0.8,True,0.1,pmx,8
2,8.210724348828624,0.22450836344353023,7.7820770159285715,random,0.8,True,0.1,ox,2
3,8.456536320472722,0.3459119668029925,7.784126921122742,random,0.8,True,0.1,pmx,10
4,8.187349641239603,0.20644139328301667,7.828978563829255,inversion,0.8,True,0.1,ox,12
5,8.176327282512997,0.216560695266521,7.837973788624087,random,0.8,True,0.1,ox,4
6,8.146928144934304,0.2649890343877084,7.840123193222439,random,0.7,True,0.1,ox,2
7,8.11455960544985,0.1373885193076818,7.850638401374334,inversion,0.7,True,0.1,ox,2
8,8.28369471095069,0.1991693471559201,7.859915263181751,inversion,0.8,True,0.1,pmx,12
9,8.292254789263302,0.2651857013177515,7.863422646091359,random,0.7,True,0.1,pmx,10
10,8.250029626809319,0.2268923505982162,7.867251032826332,inversion,0.7,True,0.1,ox,10
11,8.240595391213915,0.19280637555047642,7.869908619053978,inversion,0.7,True,0.1,pmx,2
12,8.39080699483716,0.22114637628430414,7.900818050870191,inversion,0.8,True,0.1,ox,10
13,8.169948269308568,0.18657658946482647,7.910484497332059,inversion,0.7,True,0.1,ox,6
14,8.235229467221748,0.23540500441998527,7.914471327185377,random,0.7,True,0.1,ox,6
15,8.27651734979758,0.17968633549946303,7.925966657864133,random,0.8,True,0.1,ox,12
16,8.18759090306867,0.18267978276507918,7.932136081845388,random,0.7,True,0.1,ox,10
17,8.186920184387251,0.17195192996413014,7.93417684766221,inversion,0.8,True,0.1,pmx,6
18,8.32244598248947,0.24202108048692555,7.935073341368617,inversion,0.8,True,0.1,pmx,8
19,8.382356848056876,0.23902070373131987,7.94013321452226,random,0.7,True,0.1,ox,12
20,8.21013270278671,0.2105446106935261,7.940967829017174,inversion,0.7,True,0.1,ox,12
21,8.372240547860047,0.26975061307990145,7.954495897021209,random,0.7,True,0.1,ox,4
22,8.362634665825123,0.21090704562173368,7.955016964745901,inversion,0.7,True,0.1,ox,8
23,8.314035836816066,0.17919871192220957,7.963574795540763,inversion,0.7,True,0.1,pmx,12
24,8.313520178450041,0.19151280421369968,7.978693382856085,inversion,0.8,True,0.1,ox,8
25,8.347555743462832,0.2816792563491008,7.9821756490236,inversion,0.8,True,0.1,ox,4
26,8.358936118061553,0.31555800122241756,7.991079870500598,random,0.8,True,0.1,pmx,2
27,8.410232393448048,0.21897855089380505,7.997983558475897,random,0.8,True,0.1,pmx,6
28,8.325546944208638,0.2613351306188996,7.998107136084195,random,0.7,True,0.1,pmx,2
29,8.163228511002576,0.1573541469002362,8.002020827893988,inversion,0.8,True,0.1,ox,2
30,8.264393621639377,0.23810978890549392,8.003773186629667,inversion,0.7,True,0.1,ox,4
31,8.35400383200284,0.17366438395612058,8.015307849749146,random,0.7,True,0.1,pmx,8
32,8.40848421753077,0.18838108412542068,8.015565399851402,inversion,0.7,True,0.1,pmx,10
33,8.457270234364184,0.24945666768986532,8.032470926810175,inversion,0.8,True,0.1,pmx,10
34,8.28186557272844,0.17208796090465525,8.0328393925743,inversion,0.8,True,0.1,ox,6
35,8.324986617107246,0.19445671512224053,8.034772336586558,random,0.7,True,0.1,ox,8
36,8.389320723676459,0.21976385581204863,8.040828443084788,random,0.8,True,0.1,ox,8
37,8.383285305834999,0.20920570289567425,8.04704971466733,random,0.8,True,0.1,pmx,4
38,8.319472115556227,0.1652855640266443,8.047916009192779,inversion,0.8,True,0.1,pmx,2
39,8.86743294746859,0.33221595175677704,8.058231731154931,inversion,0.7,True,0.01,ox,10
40,8.353606552675727,0.18600632886115714,8.074388990821292,random,0.8,True,0.1,pmx,12
41,8.389610806381352,0.21454551109880654,8.076992261804573,inversion,0.7,True,0.1,pmx,8
42,8.31985090574626,0.1749663432107746,8.084483661611442,random,0.7,True,0.1,pmx,12
43,8.35443150918889,0.17677753639002583,8.084671255325755,inversion,0.7,True,0.1,pmx,6
44,8.4369837951471,0.22238267365593484,8.098022468644237,random,0.8,True,0.1,ox,6
45,8.327756321805266,0.22862244356096809,8.106932978232026,random,0.8,True,0.1,ox,10
46,8.374874180056505,0.12421387143539554,8.16927531410568,inversion,0.8,True,0.1,pmx,4
47,8.400554821334083,0.15909127724250863,8.183287552120618,random,0.7,True,0.1,pmx,4
48,8.439092571522348,0.12572931136751248,8.199070042674762,inversion,0.7,True,0.1,pmx,4
49,8.866494806568657,0.3811482649268459,8.253740125446296,inversion,0.7,True,0.01,ox,6
50,8.55806317659692,0.15687171881929546,8.340433487791113,inversion,0.7,True,0.01,ox,2
51,8.807460269852204,0.3787285155153149,8.349341844140078,inversion,0.8,True,0.01,ox,12
52,8.77270330867258,0.22885744953953222,8.352513592500253,inversion,0.8,True,0.01,ox,6
53,8.761754475800885,0.28861629644940623,8.385699404406864,inversion,0.7,True,0.01,ox,4
54,8.61205318000603,0.24201289627896636,8.399945026874349,inversion,0.8,True,0.01,ox,2
55,9.46626399844822,0.5507325060716524,8.411538093936246,random,0.7,True,0.01,ox,4
56,8.876504555203427,0.28830567440624916,8.420353134731684,inversion,0.8,True,0.01,ox,4
57,8.850289415122592,0.28356372748138037,8.443652877307342,inversion,0.8,True,0.01,ox,10
58,8.801167482531707,0.18309890273755028,8.455316291470783,inversion,0.8,True,0.01,ox,8
59,9.062319601955034,0.3115261346481555,8.466953740660841,inversion,0.8,True,0.01,pmx,2
60,9.050230821221724,0.34790904470364725,8.51157911802713,inversion,0.8,True,0.01,pmx,8
61,8.90095343570796,0.2924397065562426,8.544317319982913,inversion,0.7,True,0.01,ox,8
62,8.894500182946762,0.2158352301364859,8.568091685773002,inversion,0.8,True,0.01,pmx,6
63,8.935247020368227,0.3098649720272017,8.573039131335321,swap,0.8,True,0.1,ox,2
64,9.188885318175528,0.36196365914598205,8.585919985325276,random,0.7,True,0.01,ox,2
65,9.172817542470392,0.36136074629112097,8.607706607622369,inversion,0.8,True,0.01,pmx,10
66,9.18910184386533,0.4057402523081094,8.615096575658681,inversion,0.7,True,0.01,pmx,2
67,9.149761393323981,0.38859298738812703,8.619193626723037,inversion,0.7,True,0.01,pmx,6
68,8.937115009606208,0.2673465522678887,8.626194398895128,inversion,0.7,True,0.01,ox,12
69,9.077551143789332,0.2551735597787503,8.652309398176486,random,0.8,True,0.01,ox,2
70,9.170509657436684,0.380206413120337,8.673044708664516,inversion,0.8,True,0.01,pmx,12
71,9.122085196167548,0.3310612214428056,8.685237346723941,inversion,0.7,True,0.01,pmx,8
72,9.013147021214143,0.28007657594026886,8.69808172480455,inversion,0.8,True,0.01,pmx,4
73,9.143575323660468,0.27856742672666135,8.711370978294694,inversion,0.7,True,0.01,pmx,4
74,9.166471911572623,0.30360301983261523,8.746415238339612,inversion,0.7,True,0.01,pmx,12
75,9.046654085660979,0.16339900800992357,8.80952856596915,inversion,0.7,True,0.01,pmx,10
76,9.756971327309667,0.4371980911323388,8.830915469017903,random,0.7,True,0.01,ox,10
77,9.528384618738883,0.4654742346791511,8.916864278304457,swap,0.7,True,0.1,ox,2
78,9.770184123609953,0.46842253288799746,9.006328759683413,scramble,0.8,True,0.1,ox,2
79,9.534767164640186,0.30208574990898535,9.016221935927357,random,0.8,True,0.01,ox,4
80,9.564522350696459,0.47332735807739046,9.042785305230847,random,0.8,True,0.01,ox,8
81,9.573576884708187,0.31111698678073585,9.078075946123954,random,0.8,True,0.01,ox,6
82,9.629521027651643,0.28862477292833144,9.089978220713252,random,0.8,True,0.01,ox,12
83,9.984094320113195,0.532061737946188,9.237677733417602,random,0.8,True,0.01,pmx,12
84,9.866567320088318,0.3245312541886148,9.256926504765902,random,0.8,True,0.01,ox,10
85,10.034169618616561,0.40974489730900104,9.261900344675809,random,0.8,True,0.01,pmx,4
86,9.753943063939408,0.44335521329536975,9.268842549444162,random,0.7,True,0.01,ox,6
87,10.313683509225086,0.4723875838605004,9.2906040073374,random,0.7,True,0.01,pmx,6
88,9.67208722465315,0.24876203192908683,9.344357466480233,random,0.7,True,0.01,ox,8
89,9.949335845355808,0.28705013062391804,9.39747705454445,random,0.7,True,0.01,ox,12
90,10.920783499997203,1.059165418657219,9.47346138869794,scramble,0.7,True,0.1,ox,2
91,10.347317057629231,0.44908362177249406,9.479993851886077,random,0.8,True,0.01,pmx,10
92,10.382739669564753,0.5257579494698004,9.49796418981284,random,0.8,True,0.01,pmx,8
93,10.528257833847473,0.5081379925972529,9.519273570742596,swap,0.8,True,0.01,ox,2
94,10.13310207988712,0.26429632548250315,9.635178327334849,random,0.7,True,0.01,pmx,2
95,10.141543165668622,0.4180114794705833,9.678679964813387,random,0.7,True,0.01,pmx,10
96,10.134388991265764,0.3236858339520663,9.735396885372904,random,0.7,True,0.01,pmx,4
97,10.336650165500306,0.3677591773396837,9.74645800816302,random,0.8,True,0.01,pmx,6
98,10.110126834468433,0.24838645781434787,9.76721963670646,random,0.8,True,0.01,pmx,2
99,10.261841638207615,0.3068638248723555,9.804977079298297,random,0.7,True,0.01,pmx,8
100,10.442838865930224,0.24955177276102716,9.900816991177416,random,0.7,True,0.01,pmx,12
101,12.034595036893197,1.1573875515449217,10.246760911255528,swap,0.7,True,0.1,ox,6
102,10.727780529258167,0.21197548056104495,10.29395315697451,swap,0.7,True,0.01,ox,2
103,11.307972804388887,0.6687425532203871,10.372980153319697,swap,0.8,True,0.1,ox,4
104,11.96641936780365,1.0871897085566837,10.58545401494617,swap,0.7,True,0.1,ox,4
105,12.659369496169314,1.0299738435000427,10.73970608265565,swap,0.8,True,0.1,ox,12
106,12.200521738079399,0.8125000040373607,10.847441239156243,swap,0.8,True,0.01,ox,4
107,12.01596701405337,1.2461961608155816,10.971692207378178,scramble,0.8,True,0.01,ox,2
108,12.215914921513129,0.6998498428904222,11.038581343956883,swap,0.8,True,0.1,ox,8
109,12.22486402424916,0.7870127180084121,11.041834789169986,swap,0.7,True,0.1,ox,8
110,12.687454931670803,0.8431790053106681,11.1440443498214,swap,0.7,True,0.1,pmx,4
111,12.467886174473511,0.7842796151234711,11.181687927011437,swap,0.7,True,0.1,pmx,2
112,11.985504889897348,0.636254521148584,11.196565426998816,swap,0.8,True,0.1,ox,6
113,12.294223713198015,0.712981515528795,11.290941747728032,swap,0.7,True,0.1,ox,12
114,12.19588437364216,0.6125356279638619,11.344540412157386,swap,0.7,True,0.1,pmx,10
115,11.854281735574297,0.3884144496452178,11.404013676877993,swap,0.8,True,0.1,ox,10
116,12.920050350978022,0.659374251429788,11.460111730401652,swap,0.7,True,0.1,pmx,6
117,12.7591866690695,0.8484661625267972,11.490697177656507,swap,0.7,True,0.1,pmx,8
118,12.407477548205161,0.6938925422137211,11.498248020295634,swap,0.7,True,0.1,ox,10
119,13.3890312325873,1.3759687080719636,11.502826749997585,swap,0.7,True,0.01,ox,6
120,12.767533969122523,0.7967624846587568,11.543447575100055,swap,0.7,True,0.1,pmx,12
121,12.62659634058104,0.6734202048121952,11.63632751422647,swap,0.7,True,0.01,ox,4
122,13.10894184130647,0.8639616010892734,11.668108760908389,swap,0.8,True,0.1,pmx,8
123,13.129447164181164,0.9453522658614164,11.728576228400378,swap,0.8,True,0.1,pmx,2
124,13.263985806168147,0.8316602170828012,11.750965523032091,swap,0.8,True,0.1,pmx,10
125,13.237117559526032,0.9815274217798468,11.831307679882658,swap,0.8,True,0.01,ox,6
126,12.964128780644984,0.8919957521794418,11.860817830999824,swap,0.8,True,0.1,pmx,12
127,13.252718036258631,0.7150343410097467,11.907177582167032,swap,0.8,True,0.1,pmx,4
128,13.458883259611392,0.964122444072827,12.004816674319413,scramble,0.7,True,0.01,ox,2
129,13.128382569207725,0.7554172402696238,12.171530697915443,swap,0.8,True,0.1,pmx,6
130,13.257458118090724,0.5468999725408621,12.352386225665796,swap,0.7,True,0.01,ox,10
131,13.369016033890512,0.7351791130893407,12.35609947816703,swap,0.7,True,0.01,ox,8
132,13.704731093650977,0.9000954414885743,12.487941674358964,swap,0.8,True,0.01,ox,12
133,13.76644286868021,0.945560750991141,12.564226712650177,swap,0.8,True,0.01,ox,10
134,14.904994840508081,1.3797794755037902,12.56982143426102,swap,0.7,True,0.01,pmx,6
135,14.803399500634432,1.4056711639762087,12.949753408003629,scramble,0.8,True,0.1,ox,4
136,15.483928704703056,1.5072720091302543,12.976389109246462,swap,0.7,True,0.01,pmx,10
137,14.506130795335693,0.7305956012765423,13.000226682768416,swap,0.8,True,0.01,pmx,8
138,14.66787118048876,1.1255373569331217,13.003360461038652,swap,0.7,True,0.01,pmx,8
139,14.084590634168602,0.9084546821118917,13.094858984896469,swap,0.7,True,0.01,ox,12
140,13.593243627179183,0.46731232676123363,13.117529802814811,swap,0.8,True,0.01,ox,8
141,17.79144946433871,1.9717248439584123,13.430490476370524,scramble,0.7,True,0.01,ox,4
142,14.950379793596678,0.9272465004602278,13.46848017491392,swap,0.8,True,0.01,pmx,2
143,15.043531885156284,0.7575483847551787,13.490513414190213,swap,0.8,True,0.01,pmx,4
144,14.970210162435858,0.9401155924870026,13.53983206776603,swap,0.7,True,0.01,pmx,12
145,14.845575354479783,1.0692668596130421,13.579876010487451,swap,0.8,True,0.01,pmx,12
146,14.955648481608048,0.7929037272837718,13.718582168028888,swap,0.8,True,0.01,pmx,10
147,15.427123588545005,1.0443974986297129,13.761267389681262,swap,0.8,True,0.01,pmx,6
148,15.672537103438088,1.23808536127331,13.811284346949009,scramble,0.8,True,0.01,ox,4
149,15.38315300784824,0.8734266187718599,13.963819240734464,swap,0.7,True,0.01,pmx,2
150,15.99630677670589,1.281168304233176,13.977114593379142,scramble,0.8,True,0.1,ox,6
151,15.183856425098464,0.6919528548514025,14.187938810892817,swap,0.7,True,0.01,pmx,4
152,17.746946273682294,1.6637155521142197,14.88066511780764,scramble,0.8,True,0.1,ox,10
153,16.617739990092737,1.2174414750864615,14.966785837353092,scramble,0.7,True,0.1,ox,6
154,17.6575451500803,1.3616503575554262,15.08226431720174,scramble,0.8,True,0.1,ox,8
155,16.813869118279506,1.4685280052060423,15.128983778609747,scramble,0.7,True,0.1,ox,4
156,17.530375016323184,1.337981725716802,15.447122201387511,scramble,0.8,True,0.1,ox,12
157,19.629199285500032,2.7594513369566336,15.83502398630683,scramble,0.8,True,0.01,ox,12
158,18.2497140318274,1.8838852327692122,15.868774515415708,scramble,0.7,True,0.1,ox,8
159,18.788540106601076,1.636249845574251,16.033995541619525,scramble,0.7,True,0.1,ox,10
160,18.814337700960436,1.175908658028046,16.200635285170232,scramble,0.7,True,0.1,ox,12
161,18.826552838394,1.1725577332892785,16.65741617585892,scramble,0.8,True,0.01,ox,8
162,18.872661922250167,1.6997404510675767,16.65843995234762,scramble,0.8,True,0.01,ox,6
163,19.613793675406225,1.7886077404247278,16.80338687241688,scramble,0.8,True,0.01,ox,10
164,20.31786797183925,1.7574863682272783,17.025551638483204,scramble,0.7,True,0.01,ox,8
165,20.670492612826674,1.762617600223519,17.626811711464914,scramble,0.7,True,0.1,pmx,4
166,19.70517062422416,1.1756070340211802,17.939283515237978,scramble,0.7,True,0.01,ox,6
167,19.700581302999105,0.9828958498009626,18.20495553646054,scramble,0.7,True,0.1,pmx,2
168,20.94912768619604,1.673046963480874,18.23042603254351,scramble,0.8,True,0.1,pmx,4
169,21.981532175932372,1.9139004906819232,18.384422371898197,scramble,0.8,True,0.1,pmx,6
170,19.50524258217117,0.7848839998273702,18.46405903646833,scramble,0.8,True,0.1,pmx,2
171,21.59712629005377,1.2528307374465417,19.485181197940776,scramble,0.8,True,0.1,pmx,10
172,21.61563655078545,1.1802667090265992,19.49865698694098,scramble,0.7,True,0.1,pmx,10
173,21.75046159616523,1.637185766112738,19.55203420529859,scramble,0.8,True,0.1,pmx,8
174,21.76631338218968,1.7685179740525807,19.6714619928744,scramble,0.7,True,0.1,pmx,8
175,23.224397029873245,2.2216129650009666,19.734012772170864,scramble,0.8,True,0.01,pmx,2
176,21.37909250963801,0.9904464703858042,20.13585419291208,scramble,0.7,True,0.01,ox,10
177,21.452891946794864,0.9377448877078668,20.44635152920329,scramble,0.7,True,0.1,pmx,12
178,22.183799727395517,1.2862688508749827,20.53321567904205,scramble,0.7,True,0.1,pmx,6
179,21.80994487045537,0.7582738425201887,20.61561575881988,scramble,0.8,True,0.1,pmx,12
180,24.577129100410836,1.9398994380813686,20.64072945654623,scramble,0.8,True,0.01,pmx,8
181,22.27441154702796,0.9641795877547065,21.132106913616525,scramble,0.7,True,0.01,ox,12
182,24.44517061487969,1.458224736356568,21.79758003577675,scramble,0.8,True,0.01,pmx,10
183,24.179695772959107,2.0655662825371195,21.87149782304532,scramble,0.8,True,0.01,pmx,6
184,24.26263864949727,1.3022450040557723,22.118287830435307,scramble,0.8,True,0.01,pmx,4
185,24.51683446969819,1.5782921728943131,22.208736986680208,scramble,0.7,True,0.01,pmx,4
186,24.782879750046398,1.4036024764732895,22.40627538416113,scramble,0.7,True,0.01,pmx,6
187,24.648900055236872,1.1076528482858112,22.464236242893904,scramble,0.7,True,0.01,pmx,8
188,23.938275045299353,0.9687995862429714,22.686273228907908,scramble,0.7,True,0.01,pmx,2
189,24.339077419541784,1.070716383914284,22.902939679916567,scramble,0.7,True,0.01,pmx,10
190,25.050229888803123,1.1944812365408084,23.79273741611084,scramble,0.7,True,0.01,pmx,12
191,25.826618372061045,1.029961255662428,24.47929708959298,scramble,0.8,True,0.01,pmx,12
